AL	AP	DAL	StartOffset	EndOffset	LAAL	NumChunks	RTF
1937.73	0.515	1937.73	1937.73	54.782	1937.73	1.0	1.029
1970.083	0.166	1970.083	1970.083	-991.187	1970.083	1.0	0.665
1978.647	0.136	1978.647	1978.647	-936.183	1978.647	1.0	0.679
1968.725	0.142	1968.725	1968.725	-806.785	1968.725	1.0	0.709
1814.627	0.514	1814.627	1814.627	49.185	1814.627	1.0	1.028
1972.463	0.16	1972.463	1972.463	-489.578	1972.463	1.0	0.801
1781.386	0.515	1781.386	1781.386	50.774	1781.386	1.0	1.029
1976.707	0.129	1976.707	1976.707	-1089.052	1976.707	1.0	0.645
1970.542	0.166	1970.542	1970.542	-1002.338	1970.542	1.0	0.663
1972.23	0.337	1972.23	1972.23	21.028	1972.23	1.0	1.011
1970.769	0.114	1970.769	1970.769	-909.231	1970.769	1.0	0.684
1971.603	0.308	1971.603	1971.603	-165.359	1971.603	1.0	0.923
1966.639	0.313	1966.639	1966.639	-125.288	1966.639	1.0	0.94
1968.707	0.221	1968.707	1968.707	-261.134	1968.707	1.0	0.883
1968.561	0.327	1968.561	1968.561	-40.691	1968.561	1.0	0.98
1973.487	0.21	1973.487	1973.487	-372.454	1973.487	1.0	0.841
1968.092	0.193	1968.092	1968.092	-575.218	1968.092	1.0	0.774
1969.882	0.319	1969.882	1969.882	-85.809	1969.882	1.0	0.958
1966.561	0.296	1966.561	1966.561	-251.67	1966.561	1.0	0.887
1974.171	0.324	1974.171	1974.171	-58.301	1974.171	1.0	0.971
1984.74	0.213	1984.74	1984.74	-349.591	1984.74	1.0	0.85
1968.218	0.302	1968.218	1968.218	-203.574	1968.218	1.0	0.906
1967.884	0.319	1967.884	1967.884	-87.808	1967.884	1.0	0.957
1926.705	0.341	1926.705	1926.705	43.757	1926.705	1.0	1.023
1965.547	0.189	1965.547	1965.547	-635.814	1965.547	1.0	0.756
1603.971	0.515	1603.971	1603.971	47.508	1603.971	1.0	1.031
1968.173	0.316	1968.173	1968.173	-110.738	1968.173	1.0	0.947
1969.143	0.2	1969.143	1969.143	-492.898	1969.143	1.0	0.8
1967.206	0.196	1967.206	1967.206	-542.681	1967.206	1.0	0.784
							
							
1965.517	0.055	1965.517	1965.517	-1994.211	1965.517	1.0	0.496
2001.845	0.145	2001.845	2001.845	-750.445	2001.845	1.0	0.727
1971.124	0.261	1971.124	1971.124	-548.967	1971.124	1.0	0.782
1964.836	0.317	1964.836	1964.836	-102.466	1964.836	1.0	0.95
1963.268	0.317	1963.268	1963.268	-104.034	1963.268	1.0	0.95
1522.41	0.516	1522.41	1522.41	47.217	1522.41	1.0	1.032
1868.568	0.342	1868.568	1868.568	45.076	1868.568	1.0	1.025
1726.014	0.512	1726.014	1726.014	41.841	1726.014	1.0	1.025
1831.891	0.341	1831.891	1831.891	43.229	1831.891	1.0	1.024
1965.345	0.177	1965.345	1965.345	-810.165	1965.345	1.0	0.708
1968.886	0.043	1968.886	1968.886	-2199.822	1968.886	1.0	0.472
							
1966.669	0.46	1966.669	1966.669	-170.293	1966.669	1.0	0.92
1963.29	0.292	1963.29	1963.29	-278.161	1963.29	1.0	0.876
1966.749	0.077	1966.749	1966.749	-1702.729	1966.749	1.0	0.536
1968.122	0.083	1968.122	1968.122	-1968.386	1968.122	1.0	0.5
1971.46	0.15	1971.46	1971.46	-664.73	1971.46	1.0	0.748
							
1966.547	0.208	1966.547	1966.547	-402.614	1966.547	1.0	0.83
1966.432	0.204	1966.432	1966.432	-449.169	1966.432	1.0	0.814
1511.172	1.032	1511.172	1511.172	46.183	1511.172	1.0	1.032
1621.504	0.513	1621.504	1621.504	41.821	1621.504	1.0	1.026
1695.55	0.514	1695.55	1695.55	46.207	1695.55	1.0	1.028
1965.366	0.081	1965.366	1965.366	-1484.929	1965.366	1.0	0.57
1972.11	0.202	1972.11	1972.11	-466.711	1972.11	1.0	0.809
1967.762	0.206	1967.762	1967.762	-424.619	1967.762	1.0	0.823
1969.386	0.255	1969.386	1969.386	-608.755	1969.386	1.0	0.764
1966.453	0.226	1966.453	1966.453	-936.767	1966.453	1.0	0.677
1971.196	0.496	1971.196	1971.196	-16.242	1971.196	1.0	0.992
1748.901	0.516	1748.901	1748.901	53.118	1748.901	1.0	1.031
1974.977	0.162	1974.977	1974.977	-463.844	1974.977	1.0	0.81
1968.967	0.131	1968.967	1968.967	-1038.743	1968.967	1.0	0.655
1967.808	0.238	1967.808	1967.808	-784.482	1967.808	1.0	0.715
1965.345	0.177	1965.345	1965.345	-810.165	1965.345	1.0	0.708
1963.417	0.286	1963.417	1963.417	-324.474	1963.417	1.0	0.858
1965.379	0.052	1965.379	1965.379	-2725.778	1965.379	1.0	0.419
1968.544	0.042	1968.544	1968.544	-3187.012	1968.544	1.0	0.382
1965.39	0.167	1965.39	1965.39	-984.27	1965.39	1.0	0.666
1968.066	0.187	1968.066	1968.066	-668.124	1968.066	1.0	0.747
1964.57	0.23	1964.57	1964.57	-172.391	1964.57	1.0	0.919
1721.491	0.514	1721.491	1721.491	47.523	1721.491	1.0	1.028
1967.023	0.086	1967.023	1967.023	-1853.385	1967.023	1.0	0.515
1961.496	0.075	1961.496	1961.496	-1754.423	1961.496	1.0	0.528
1961.797	0.116	1961.797	1961.797	-848.543	1961.797	1.0	0.698
							
							
1797.9	0.513	1797.9	1797.9	44.068	1797.9	1.0	1.025
1832.401	0.512	1832.401	1832.401	43.739	1832.401	1.0	1.024
1964.636	0.143	1964.636	1964.636	-323.255	1964.636	1.0	0.859
1959.948	0.128	1959.948	1959.948	-1105.812	1959.948	1.0	0.639
1972.965	0.051	1972.965	1972.965	-2346.672	1972.965	1.0	0.457
							
1966.421	0.082	1966.421	1966.421	-1459.248	1966.421	1.0	0.574
1970.917	0.079	1970.917	1970.917	-1570.852	1970.917	1.0	0.556
1870.012	0.256	1870.012	1870.012	46.52	1870.012	1.0	1.026
							
							
							
1703.58	0.513	1703.58	1703.58	42.628	1703.58	1.0	1.026
1962.827	0.096	1962.827	1962.827	-965.019	1962.827	1.0	0.67
1964.125	0.06	1964.125	1964.125	-2158.143	1964.125	1.0	0.476
1915.034	0.341	1915.034	1915.034	45.102	1915.034	1.0	1.024
1964.603	0.27	1964.603	1964.603	-462.608	1964.603	1.0	0.809
1960.703	0.24	1960.703	1960.703	-83.379	1960.703	1.0	0.959
1696.934	0.522	1696.934	1696.934	70.812	1696.934	1.0	1.044
1965.788	0.278	1965.788	1965.788	-391.763	1965.788	1.0	0.834
1971.354	0.061	1971.354	1971.354	-2046.424	1971.354	1.0	0.491
1873.798	0.514	1873.798	1873.798	50.306	1873.798	1.0	1.028
1963.718	0.151	1963.718	1963.718	-637.643	1963.718	1.0	0.755
1966.193	0.137	1966.193	1966.193	-913.807	1966.193	1.0	0.683
1964.458	0.108	1964.458	1964.458	-1078.082	1964.458	1.0	0.646
1622.199	0.513	1622.199	1622.199	42.517	1622.199	1.0	1.027
1965.862	0.036	1965.862	1965.862	-3549.603	1965.862	1.0	0.356
1479.961	0.514	1479.961	1479.961	39.598	1479.961	1.0	1.027
1965.479	0.285	1965.479	1965.479	-335.428	1965.479	1.0	0.854
1964.164	0.267	1964.164	1964.164	-486.267	1964.164	1.0	0.802
1834.625	0.513	1834.625	1834.625	45.963	1834.625	1.0	1.026
1965.123	0.104	1965.123	1965.123	-1193.516	1965.123	1.0	0.622
1974.442	0.163	1974.442	1974.442	-452.769	1974.442	1.0	0.813
1974.22	0.216	1974.22	1974.22	-313.671	1974.22	1.0	0.863
1969.872	0.238	1969.872	1969.872	-97.43	1969.872	1.0	0.953
1967.657	0.325	1967.657	1967.657	-53.205	1967.657	1.0	0.974
1968.205	0.33	1968.205	1968.205	-19.233	1968.205	1.0	0.99
1782.14	0.515	1782.14	1782.14	51.527	1782.14	1.0	1.03
1970.153	0.056	1970.153	1970.153	-2442.364	1970.153	1.0	0.446
1966.566	0.139	1966.566	1966.566	-1575.202	1966.566	1.0	0.555
1969.056	0.089	1969.056	1969.056	-1712.032	1969.056	1.0	0.535
1969.199	0.327	1969.199	1969.199	-40.053	1969.199	1.0	0.98
1969.965	0.181	1969.965	1969.965	-748.901	1969.965	1.0	0.725
1971.084	0.095	1971.084	1971.084	-1489.415	1971.084	1.0	0.57
1514.536	0.517	1514.536	1514.536	49.547	1514.536	1.0	1.034
1655.712	0.516	1655.712	1655.712	52.81	1655.712	1.0	1.033
1970.593	0.173	1970.593	1970.593	-874.577	1970.593	1.0	0.693
1970.953	0.082	1970.953	1970.953	-2035.215	1970.953	1.0	0.492
1965.093	0.109	1965.093	1965.093	-1634.726	1965.093	1.0	0.546
1989.194	0.062	1989.194	1989.194	-2574.253	1989.194	1.0	0.436
1963.945	0.076	1963.945	1963.945	-2355.692	1963.945	1.0	0.455
1968.393	0.086	1968.393	1968.393	-1852.015	1968.393	1.0	0.515
1967.113	0.062	1967.113	1967.113	-2549.894	1967.113	1.0	0.435
1969.432	0.056	1969.432	1969.432	-3035.194	1969.432	1.0	0.394
1963.93	0.054	1963.93	1963.93	-2576.297	1963.93	1.0	0.433
1968.272	0.498	1968.272	1968.272	-6.15	1968.272	1.0	0.997
1964.385	0.135	1964.385	1964.385	-938.835	1964.385	1.0	0.677
1966.082	0.127	1966.082	1966.082	-1122.898	1966.082	1.0	0.636
1977.142	0.077	1977.142	1977.142	-2284.445	1977.142	1.0	0.464
1967.335	0.238	1967.335	1967.335	-784.955	1967.335	1.0	0.715
1966.292	0.163	1966.292	1966.292	-1041.418	1966.292	1.0	0.654
1974.794	0.113	1974.794	1974.794	-1520.535	1974.794	1.0	0.565
1970.678	0.039	1970.678	1970.678	-3103.608	1970.678	1.0	0.388
1963.498	0.115	1963.498	1963.498	-1438.951	1963.498	1.0	0.577
1965.324	0.229	1965.324	1965.324	-183.247	1965.324	1.0	0.915
1969.082	0.184	1969.082	1969.082	-701.938	1969.082	1.0	0.737
1968.489	0.126	1968.489	1968.489	-1155.32	1968.489	1.0	0.63
1993.899	0.126	1993.899	1993.899	-642.291	1993.899	1.0	0.756
1965.418	0.332	1965.418	1965.418	-9.004	1965.418	1.0	0.995
1965.889	0.15	1965.889	1965.889	-658.691	1965.889	1.0	0.749
							
1832.576	0.342	1832.576	1832.576	43.914	1832.576	1.0	1.025
1964.376	0.317	1964.376	1964.376	-102.926	1964.376	1.0	0.95
1969.813	0.49	1969.813	1969.813	-39.439	1969.813	1.0	0.98
1967.488	0.162	1967.488	1967.488	-1075.052	1967.488	1.0	0.647
1968.485	0.251	1968.485	1968.485	-645.892	1968.485	1.0	0.753
1967.389	0.252	1967.389	1967.389	-633.972	1967.389	1.0	0.756
1967.129	0.448	1967.129	1967.129	-229.288	1967.129	1.0	0.896
							
1992.518	0.092	1992.518	1992.518	-1084.852	1992.518	1.0	0.647
1966.409	0.25	1966.409	1966.409	3.597	1966.409	1.0	1.002
1964.209	0.109	1964.209	1964.209	-1624.0	1964.209	1.0	0.547
1962.1	0.124	1962.1	1962.1	-1208.149	1962.1	1.0	0.619
1962.387	0.121	1962.387	1962.387	-1278.928	1962.387	1.0	0.605
1970.712	0.168	1970.712	1970.712	-967.338	1970.712	1.0	0.671
1968.941	0.052	1968.941	1968.941	-2246.206	1968.941	1.0	0.467
1966.019	0.232	1966.019	1966.019	-857.337	1966.019	1.0	0.696
1965.283	0.061	1965.283	1965.283	-2040.885	1965.283	1.0	0.491
1965.995	0.078	1965.995	1965.995	-1204.254	1965.995	1.0	0.62
1970.715	0.141	1970.715	1970.715	-1524.614	1970.715	1.0	0.564
1972.692	0.126	1972.692	1972.692	-1164.133	1972.692	1.0	0.629
1979.431	0.143	1979.431	1979.431	-796.079	1979.431	1.0	0.713
1989.898	0.154	1989.898	1989.898	-599.853	1989.898	1.0	0.768
							
							
1968.794	0.248	1968.794	1968.794	-18.644	1968.794	1.0	0.991
1988.312	0.054	1988.312	1988.312	-2122.346	1988.312	1.0	0.484
							
1612.295	0.518	1612.295	1612.295	55.833	1612.295	1.0	1.036
1483.578	0.515	1483.578	1483.578	43.215	1483.578	1.0	1.03
							
1451.389	0.516	1451.389	1451.389	45.856	1451.389	1.0	1.033
1805.029	0.515	1805.029	1805.029	51.197	1805.029	1.0	1.029
1528.076	1.036	1528.076	1528.076	52.883	1528.076	1.0	1.036
							
1985.318	0.503	1985.318	1985.318	10.896	1985.318	1.0	1.006
1977.682	0.507	1977.682	1977.682	26.48	1977.682	1.0	1.014
1434.448	0.519	1434.448	1434.448	52.135	1434.448	1.0	1.038
							
							
1966.299	0.305	1966.299	1966.299	-182.272	1966.299	1.0	0.915
2021.001	0.328	2021.001	2021.001	-34.691	2021.001	1.0	0.983
1984.017	0.158	1984.017	1984.017	-1163.013	1984.017	1.0	0.63
1967.844	0.444	1967.844	1967.844	-250.388	1967.844	1.0	0.887
1977.566	0.484	1977.566	1977.566	-66.516	1977.566	1.0	0.967
1972.4	0.192	1972.4	1972.4	-594.131	1972.4	1.0	0.769
1978.06	0.176	1978.06	1978.06	-832.28	1978.06	1.0	0.704
1968.593	0.203	1968.593	1968.593	-458.618	1968.593	1.0	0.811
1968.915	0.132	1968.915	1968.915	-1003.965	1968.915	1.0	0.662
							
1646.771	0.517	1646.771	1646.771	55.479	1646.771	1.0	1.035
							
1797.694	0.523	1797.694	1797.694	78.692	1797.694	1.0	1.046
1972.361	0.488	1972.361	1972.361	-48.501	1972.361	1.0	0.976
1585.688	0.517	1585.688	1585.688	52.445	1585.688	1.0	1.034
1801.574	0.517	1801.574	1801.574	59.352	1801.574	1.0	1.034
							
							
							
1975.247	0.241	1975.247	1975.247	-753.823	1975.247	1.0	0.724
							
							
1985.82	0.279	1985.82	1985.82	-383.341	1985.82	1.0	0.838
1983.119	0.131	1983.119	1983.119	-1049.217	1983.119	1.0	0.654
							
							
1415.325	1.033	1415.325	1415.325	44.622	1415.325	1.0	1.033
							
1968.469	0.302	1968.469	1968.469	-203.322	1968.469	1.0	0.906
1974.367	0.301	1974.367	1974.367	-209.034	1974.367	1.0	0.904
1967.287	0.098	1967.287	1967.287	-912.713	1967.287	1.0	0.683
1610.241	0.517	1610.241	1610.241	53.778	1610.241	1.0	1.035
1806.118	0.515	1806.118	1806.118	52.286	1806.118	1.0	1.03
							
1972.054	0.292	1972.054	1972.054	-281.007	1972.054	1.0	0.875
1968.247	0.504	1968.247	1968.247	17.045	1968.247	1.0	1.009
1737.122	0.519	1737.122	1737.122	63.153	1737.122	1.0	1.038
							
1972.974	0.07	1972.974	1972.974	-1568.795	1972.974	1.0	0.557
1975.921	0.056	1975.921	1975.921	-1948.977	1975.921	1.0	0.503
							
							
1968.86	0.327	1968.86	1968.86	-40.391	1968.86	1.0	0.98
1675.485	0.343	1675.485	1675.485	49.363	1675.485	1.0	1.03
1763.828	0.517	1763.828	1763.828	56.436	1763.828	1.0	1.033
							
							
1973.534	0.163	1973.534	1973.534	-453.677	1973.534	1.0	0.813
							
1993.482	0.089	1993.482	1993.482	-1223.208	1993.482	1.0	0.62
1975.249	0.076	1975.249	1975.249	-1729.059	1975.249	1.0	0.533
1972.693	0.086	1972.693	1972.693	-1313.656	1972.693	1.0	0.6
							
							
							
1968.696	0.317	1968.696	1968.696	-98.606	1968.696	1.0	0.952
1653.827	0.344	1653.827	1653.827	50.924	1653.827	1.0	1.032
1957.268	0.343	1957.268	1957.268	52.506	1957.268	1.0	1.028
1885.071	0.342	1885.071	1885.071	49.969	1885.071	1.0	1.027
1473.046	0.516	1473.046	1473.046	44.293	1473.046	1.0	1.031
1487.373	0.516	1487.373	1487.373	47.01	1487.373	1.0	1.033
							
							
1483.44	0.515	1483.44	1483.44	43.077	1483.44	1.0	1.03
							
							
1708.92	0.343	1708.92	1708.92	47.968	1708.92	1.0	1.029
1678.846	0.342	1678.846	1678.846	41.113	1678.846	1.0	1.025
1729.192	0.342	1729.192	1729.192	45.02	1729.192	1.0	1.027
1626.621	0.515	1626.621	1626.621	46.938	1626.621	1.0	1.03
1522.123	0.516	1522.123	1522.123	46.93	1522.123	1.0	1.032
1773.821	0.342	1773.821	1773.821	43.209	1773.821	1.0	1.025
1647.609	0.514	1647.609	1647.609	44.706	1647.609	1.0	1.028
1671.661	0.525	1671.661	1671.661	80.368	1671.661	1.0	1.051
1460.018	0.515	1460.018	1460.018	42.875	1460.018	1.0	1.03
1546.983	0.516	1546.983	1546.983	48.57	1546.983	1.0	1.032
							
1559.598	0.344	1559.598	1559.598	49.576	1559.598	1.0	1.033
1462.029	0.516	1462.029	1462.029	44.886	1462.029	1.0	1.032
							
							
1445.262	0.514	1445.262	1445.262	39.729	1445.262	1.0	1.028
							
1665.015	0.516	1665.015	1665.015	50.502	1665.015	1.0	1.031
							
							
1537.372	1.034	1537.372	1537.372	50.569	1537.372	1.0	1.034
1965.488	0.498	1965.488	1965.488	-8.934	1965.488	1.0	0.995
							
							
							
							
							
1719.012	0.513	1719.012	1719.012	45.044	1719.012	1.0	1.027
1523.477	1.033	1523.477	1523.477	48.284	1523.477	1.0	1.033
							
1618.019	0.515	1618.019	1618.019	48.541	1618.019	1.0	1.031
1657.83	0.342	1657.83	1657.83	43.317	1657.83	1.0	1.027
1460.639	0.515	1460.639	1460.639	43.496	1460.639	1.0	1.031
1506.812	0.514	1506.812	1506.812	41.823	1506.812	1.0	1.029
1531.279	0.515	1531.279	1531.279	44.476	1531.279	1.0	1.03
1542.223	0.515	1542.223	1542.223	43.81	1542.223	1.0	1.029
1712.457	0.516	1712.457	1712.457	51.505	1712.457	1.0	1.031
							
							
							
1579.65	0.515	1579.65	1579.65	46.407	1579.65	1.0	1.03
							
1963.474	0.333	1963.474	1963.474	0.662	1963.474	1.0	1.0
1407.839	0.514	1407.839	1407.839	37.136	1407.839	1.0	1.027
1965.435	0.45	1965.435	1965.435	-217.967	1965.435	1.0	0.9
							
1631.586	0.344	1631.586	1631.586	51.903	1631.586	1.0	1.033
1964.054	0.232	1964.054	1964.054	-149.687	1964.054	1.0	0.929
1779.43	0.343	1779.43	1779.43	48.818	1779.43	1.0	1.028
1557.537	0.516	1557.537	1557.537	47.514	1557.537	1.0	1.031
1621.069	0.257	1621.069	1621.069	41.387	1621.069	1.0	1.026
1969.329	0.188	1969.329	1969.329	-655.252	1969.329	1.0	0.75
1965.877	0.085	1965.877	1965.877	-925.733	1965.877	1.0	0.68
1967.756	0.084	1967.756	1967.756	-947.074	1967.756	1.0	0.675
1988.205	0.5	1988.205	1988.205	0.767	1988.205	1.0	1.0
1961.147	0.164	1961.147	1961.147	-1034.953	1961.147	1.0	0.655
1768.247	0.514	1768.247	1768.247	49.245	1768.247	1.0	1.029
1720.772	0.514	1720.772	1720.772	46.804	1720.772	1.0	1.028
1965.227	0.248	1965.227	1965.227	-670.963	1965.227	1.0	0.745
1965.854	0.148	1965.854	1965.854	-1355.325	1965.854	1.0	0.592
							
1647.424	0.343	1647.424	1647.424	44.521	1647.424	1.0	1.028
1964.565	0.478	1964.565	1964.565	-91.127	1964.565	1.0	0.956
1788.806	0.513	1788.806	1788.806	46.584	1788.806	1.0	1.027
1971.364	0.466	1971.364	1971.364	-142.377	1971.364	1.0	0.933
1972.562	0.418	1972.562	1972.562	-384.989	1972.562	1.0	0.837
1767.354	0.514	1767.354	1767.354	48.352	1767.354	1.0	1.028
1971.851	0.238	1971.851	1971.851	-792.049	1971.851	1.0	0.713
							
1995.821	0.214	1995.821	1995.821	-338.51	1995.821	1.0	0.855
1968.203	0.218	1968.203	1968.203	-284.858	1968.203	1.0	0.874
1664.894	0.516	1664.894	1664.894	50.382	1664.894	1.0	1.031
1972.42	0.311	1972.42	1972.42	-141.321	1972.42	1.0	0.933
1903.937	0.512	1903.937	1903.937	45.615	1903.937	1.0	1.025
1552.632	0.514	1552.632	1552.632	42.609	1552.632	1.0	1.028
1964.479	0.165	1964.479	1964.479	-416.292	1964.479	1.0	0.825
1972.866	0.185	1972.866	1972.866	-164.095	1972.866	1.0	0.923
							
1791.017	0.514	1791.017	1791.017	48.795	1791.017	1.0	1.028
1943.148	0.342	1943.148	1943.148	49.996	1943.148	1.0	1.026
1967.505	0.212	1967.505	1967.505	-355.216	1967.505	1.0	0.847
1887.372	0.343	1887.372	1887.372	52.27	1887.372	1.0	1.028
1967.713	0.217	1967.713	1967.713	-296.958	1967.713	1.0	0.869
1931.819	0.342	1931.819	1931.819	48.871	1931.819	1.0	1.026
1964.865	0.275	1964.865	1964.865	-415.906	1964.865	1.0	0.825
1974.831	0.286	1974.831	1974.831	-326.076	1974.831	1.0	0.858
1967.191	0.099	1967.191	1967.191	-1330.768	1967.191	1.0	0.596
1976.988	0.215	1976.988	1976.988	-323.919	1976.988	1.0	0.859
1972.254	0.341	1972.254	1972.254	44.272	1972.254	1.0	1.023
1492.883	0.343	1492.883	1492.883	40.91	1492.883	1.0	1.028
1963.769	0.16	1963.769	1963.769	-498.272	1963.769	1.0	0.798
1974.13	0.177	1974.13	1974.13	-255.711	1974.13	1.0	0.885
1450.358	0.516	1450.358	1450.358	44.825	1450.358	1.0	1.032
1894.727	0.342	1894.727	1894.727	48.015	1894.727	1.0	1.026
1691.026	0.513	1691.026	1691.026	41.684	1691.026	1.0	1.025
1961.232	0.512	1961.232	1961.232	44.86	1961.232	1.0	1.023
1717.442	0.513	1717.442	1717.442	43.474	1717.442	1.0	1.026
1646.211	0.514	1646.211	1646.211	43.308	1646.211	1.0	1.027
1968.851	0.332	1968.851	1968.851	-5.571	1968.851	1.0	0.997
1492.192	0.514	1492.192	1492.192	40.219	1492.192	1.0	1.028
1964.205	0.452	1964.205	1964.205	-207.586	1964.205	1.0	0.904
							
1966.588	0.274	1966.588	1966.588	-425.793	1966.588	1.0	0.822
1945.643	0.34	1945.643	1945.643	40.881	1945.643	1.0	1.021
1877.935	0.341	1877.935	1877.935	42.833	1877.935	1.0	1.023
1785.276	0.512	1785.276	1785.276	43.054	1785.276	1.0	1.025
1550.402	0.513	1550.402	1550.402	40.379	1550.402	1.0	1.027
1966.219	0.324	1966.219	1966.219	-54.643	1966.219	1.0	0.973
1964.127	0.2	1964.127	1964.127	-486.304	1964.127	1.0	0.802
1963.03	0.206	1963.03	1963.03	-417.741	1963.03	1.0	0.825
1968.904	0.466	1968.904	1968.904	-144.838	1968.904	1.0	0.931
1962.302	0.433	1962.302	1962.302	-302.369	1962.302	1.0	0.866
							
1619.052	0.512	1619.052	1619.052	39.369	1619.052	1.0	1.025
1777.843	0.514	1777.843	1777.843	47.231	1777.843	1.0	1.027
1925.587	0.511	1925.587	1925.587	42.639	1925.587	1.0	1.023
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
1544.548	1.031	1544.548	1544.548	46.135	1544.548	1.0	1.031
1601.125	1.029	1601.125	1601.125	44.662	1601.125	1.0	1.029
							
1535.948	1.025	1535.948	1535.948	37.535	1535.948	1.0	1.025
1490.68	1.027	1490.68	1490.68	38.707	1490.68	1.0	1.027
1520.026	1.03	1520.026	1520.026	44.833	1520.026	1.0	1.03
1468.903	1.028	1468.903	1468.903	40.15	1468.903	1.0	1.028
1428.527	1.025	1428.527	1428.527	34.604	1428.527	1.0	1.025
1421.741	1.029	1421.741	1421.741	39.428	1421.741	1.0	1.029
							
							
1855.521	0.512	1855.521	1855.521	43.639	1855.521	1.0	1.024
1973.925	0.226	1973.925	1973.925	-209.476	1973.925	1.0	0.904
1972.534	0.324	1972.534	1972.534	-59.938	1972.534	1.0	0.971
1966.972	0.3	1966.972	1966.972	-216.429	1966.972	1.0	0.901
1963.882	0.126	1963.882	1963.882	-1159.928	1963.882	1.0	0.629
1961.663	0.13	1961.663	1961.663	-1057.657	1961.663	1.0	0.65
1962.543	0.178	1962.543	1962.543	-801.357	1962.543	1.0	0.71
1962.409	0.175	1962.409	1962.409	-847.931	1962.409	1.0	0.698
1969.64	0.19	1969.64	1969.64	-620.111	1969.64	1.0	0.761
1960.911	0.174	1960.911	1960.911	-849.429	1960.911	1.0	0.698
1965.126	0.158	1965.126	1965.126	-1135.463	1965.126	1.0	0.634
1969.29	0.217	1969.29	1969.29	-295.381	1969.29	1.0	0.87
1966.258	0.112	1966.258	1966.258	-961.588	1966.258	1.0	0.672
1963.078	0.119	1963.078	1963.078	-777.602	1963.078	1.0	0.716
1963.757	0.099	1963.757	1963.757	-869.803	1963.757	1.0	0.693
1964.433	0.088	1964.433	1964.433	-1217.426	1964.433	1.0	0.617
1968.714	0.087	1968.714	1968.714	-1259.585	1968.714	1.0	0.61
1965.404	0.092	1965.404	1965.404	-1088.746	1965.404	1.0	0.644
1748.789	0.512	1748.789	1748.789	41.397	1748.789	1.0	1.024
1888.981	0.511	1888.981	1888.981	42.269	1888.981	1.0	1.023
1820.751	0.512	1820.751	1820.751	42.293	1820.751	1.0	1.024
1960.941	0.166	1960.941	1960.941	-408.22	1960.941	1.0	0.828
1901.491	0.341	1901.491	1901.491	43.169	1901.491	1.0	1.023
1734.519	0.515	1734.519	1734.519	50.347	1734.519	1.0	1.03
1964.639	0.165	1964.639	1964.639	-416.132	1964.639	1.0	0.825
1967.363	0.145	1967.363	1967.363	-738.488	1967.363	1.0	0.727
1636.632	0.514	1636.632	1636.632	45.339	1636.632	1.0	1.028
							
1960.215	0.211	1960.215	1960.215	-362.506	1960.215	1.0	0.844
1669.226	0.513	1669.226	1669.226	43.104	1669.226	1.0	1.027
1828.741	0.511	1828.741	1828.741	40.079	1828.741	1.0	1.022
							
							
1961.66	0.166	1961.66	1961.66	-395.891	1961.66	1.0	0.832
1962.992	0.064	1962.992	1962.992	-2427.711	1962.992	1.0	0.447
1966.703	0.19	1966.703	1966.703	-623.047	1966.703	1.0	0.759
1964.488	0.149	1964.488	1964.488	-671.703	1964.488	1.0	0.745
1964.419	0.09	1964.419	1964.419	-1159.39	1964.419	1.0	0.629
1968.68	0.087	1968.68	1968.68	-1816.898	1968.68	1.0	0.52
1917.234	0.513	1917.234	1917.234	47.302	1917.234	1.0	1.025
1959.849	0.325	1959.849	1959.849	-49.403	1959.849	1.0	0.975
1959.774	0.321	1959.774	1959.774	-72.698	1959.774	1.0	0.964
1467.41	0.514	1467.41	1467.41	38.657	1467.41	1.0	1.027
1866.213	0.341	1866.213	1866.213	42.721	1866.213	1.0	1.023
1962.878	0.096	1962.878	1962.878	-1427.961	1962.878	1.0	0.579
1962.993	0.185	1962.993	1962.993	-684.807	1962.993	1.0	0.741
1962.47	0.046	1962.47	1962.47	-1939.208	1962.47	1.0	0.503
							
1963.183	0.464	1963.183	1963.183	-150.558	1963.183	1.0	0.929
1972.145	0.313	1972.145	1972.145	-129.987	1972.145	1.0	0.938
1967.512	0.075	1967.512	1967.512	-1783.236	1967.512	1.0	0.525
1972.149	0.084	1972.149	1972.149	-1952.749	1972.149	1.0	0.502
1964.044	0.152	1964.044	1964.044	-614.097	1964.044	1.0	0.762
							
1965.696	0.139	1965.696	1965.696	-867.864	1965.696	1.0	0.694
1965.079	0.201	1965.079	1965.079	-473.742	1965.079	1.0	0.806
1965.927	0.196	1965.927	1965.927	-543.96	1965.927	1.0	0.783
1455.649	1.027	1455.649	1455.649	38.506	1455.649	1.0	1.027
1581.244	0.516	1581.244	1581.244	48.001	1581.244	1.0	1.031
1686.195	0.53	1686.195	1686.195	94.902	1686.195	1.0	1.06
1972.432	0.082	1972.432	1972.432	-1464.847	1972.432	1.0	0.574
1966.528	0.202	1966.528	1966.528	-472.293	1966.528	1.0	0.806
1967.391	0.197	1967.391	1967.391	-529.48	1967.391	1.0	0.788
1967.365	0.253	1967.365	1967.365	-622.386	1967.365	1.0	0.76
1961.883	0.228	1961.883	1961.883	-906.507	1961.883	1.0	0.684
1965.432	0.51	1965.432	1965.432	37.45	1965.432	1.0	1.019
1684.317	0.514	1684.317	1684.317	46.584	1684.317	1.0	1.028
